imagem,classe,tem_qrcode,tem_digital,color1_hex,color2_hex,color3_hex,tem_nome,tem_nome_social,tem_nacionalidade,qtd_palavras,qtd_numeros,densidade_texto,brilho_medio,contraste,ratio_w_h,ratio_h_w,bordas,area_foto
Maria_LuizaNovaes_old_rg.jpg,old,0,0,#afaa96,#dfdacb,#9bac9a,0,0,0,0,0,0.0,174.89166458850616,39.19247106055712,0.6776212832550861,1.4757505773672055,86762,275616.0
Agathada_Conceicao_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,76,27,0.00020361796982167353,208.40018700703018,61.93471331507849,1.5802469135802468,0.6328125,56255,371995.0
Davi_LuizNovaes_old_rg.jpg,old,0,0,#afafa0,#92a391,#c7c7bf,0,0,0,25,7,2.3430727055460532e-05,169.58421143888094,21.6800695352377,0.7110204081632653,1.4064293915040185,8442,1062944.0
MuriloVasconcelos_new_rg.jpg,new,0,0,#ebeed0,#ddebe4,#aea58d,0,0,0,24,16,6.430041152263375e-05,195.34569776663238,70.76467986039091,1.5802469135802468,0.6328125,23697,347038.0
JuliaMendes_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,79,27,0.00021165552126200274,208.65698141718107,61.69295198201967,1.5802469135802468,0.6328125,55962,371995.0
GaelSampaio_new_rg.jpg,new,0,0,#edefd1,#ddede5,#d2e9ed,1,1,1,86,19,0.00023040980795610425,206.65115151320302,61.868860250631485,1.5802469135802468,0.6328125,45650,367844.5
JoanaGarcia_new_rg.jpg,new,0,0,#fbfbea,#f0fbf7,#0e0d0c,0,0,0,70,43,0.00018754286694101508,213.99275548696846,73.57837690835996,1.5802469135802468,0.6328125,26962,349340.5
Lucas_GabrielPorto_old_rg.jpg,old,0,0,#d0e0cf,#e9e8e1,#a9a09a,0,0,0,12,2,1.5738117721120555e-05,192.80260072395342,54.8153619047486,0.6798866855524079,1.4708333333333334,63403,760674.5
Jose_PedroGomes_new_rg.jpg,new,0,0,#edeac9,#d1efd8,#b2a787,0,0,0,0,0,0.0,186.2097425840192,57.55584397783707,1.5802469135802468,0.6328125,138326,371995.0
EnricoRamos_new_rg.jpg,new,0,0,#b4b595,#cfd1be,#c8caa7,1,1,1,78,27,0.00020897633744855967,168.5414951989026,56.4099918825037,1.5802469135802468,0.6328125,50717,371995.0
LunaLeao_new_rg.jpg,new,0,0,#dee0c5,#c8cba4,#cedcd4,1,1,1,82,27,0.00021969307270233197,186.50698195301783,60.40019020678133,1.5802469135802468,0.6328125,56423,371995.0
YanRamos_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,0,0,0,79,53,0.00021165552126200274,208.63977569873114,61.73651886613052,1.5802469135802468,0.6328125,55805,371995.0
ValentinaCirino_new_rg.jpg,new,0,0,#fdfcf3,#f3fcf9,#100f0d,1,1,1,72,28,0.00019290123456790122,213.39495991941016,78.38532440382919,1.5802469135802468,0.6328125,26543,346563.0
LeoSantos_old_rg.jpg,old,0,0,#d5d5c5,#ada89d,#99aa9a,0,0,0,10,0,1.5113959252765854e-05,181.24708754005198,43.46912658920587,0.7300420168067226,1.3697841726618705,55857,659934.0
AgathaRezende_new_rg.jpg,new,0,0,#edefcf,#deece6,#afa68d,0,0,0,60,26,0.00016075102880658436,208.222857188786,55.20594901084776,1.5802469135802468,0.6328125,23978,371995.0
DanielaCavalcanti_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,74,27,0.0001982596021947874,208.7433850951646,61.6320850321775,1.5802469135802468,0.6328125,55726,371995.0
JosueLima_old_rg.jpg,old,0,0,#ebead3,#afa094,#93aa91,0,0,0,33,0,4.668137837379053e-05,208.3141359701239,39.93529542752758,1.5065693430656935,0.6637596899224806,62850,687751.5
LarissaBorges_old_rg.jpg,old,0,0,#d0d9d5,#dad7d4,#d9dce0,0,0,0,4,2,8.354847064524483e-06,201.80592943496168,27.04927100342098,0.6833930704898447,1.4632867132867133,28914,477356.0
HeloisaVieira_new_rg.jpg,new,0,0,#ebeed0,#ddebe5,#afa68e,0,0,0,58,25,0.00015539266117969822,208.391659164952,52.619172342138015,1.5802469135802468,0.6328125,24435,371995.0
VitorAzevedo_old_rg.jpg,old,0,0,#909288,#6b6862,#53685b,0,0,0,14,0,1.8184911978531413e-05,125.55529577109871,27.677402858926186,1.3434610303830912,0.744346116027532,46621,768096.0
CauaMachado_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,74,27,0.0001982596021947874,208.71750685871055,61.66813995230085,1.5802469135802468,0.6328125,55596,371995.0
GabrielaGarcia_old_rg.jpg,old,0,0,#eaecd8,#cbdec3,#b89b92,0,0,0,30,2,4.153065377555173e-05,193.38088593190633,57.108660167001496,0.6514719848053181,1.5349854227405249,63091,720610.5
RaelCampos_old_rg.jpg,old,0,0,#f1f6d2,#d3f0c1,#bb9e88,0,0,0,6,0,8.583887470957847e-06,205.96982334359583,55.895052521802526,1.529585798816568,0.6537717601547389,54932,697259.5
AlexiaMacedo_old_rg.jpg,old,0,0,#d4d5c2,#aca08e,#4f6b46,0,0,0,10,4,2.25022502250225e-05,182.90750675067505,44.91428856373045,1.469090909090909,0.6806930693069307,39636,443043.0
Ana_CarolinaAzevedo_new_rg.jpg,new,0,0,#dadcc4,#c7caa5,#b6b292,1,1,1,79,27,0.00021165552126200274,183.78509998713992,57.30010744160089,1.5802469135802468,0.6328125,51691,371995.0
AylaPastor_old_rg.jpg,old,0,0,#d7d5ca,#b2afa3,#a2b3a6,0,0,0,12,1,2.1395980765013292e-05,177.93899114384695,41.54744815542721,0.6787678767876788,1.473257698541329,142227,558913.0
EvelynMonteiro_old_rg.jpg,old,0,0,#e3e6ce,#aea18d,#92ad90,0,0,0,28,5,4.157028793363007e-05,197.629383067234,43.065564091262466,1.786644951140065,0.5597082953509571,72436,555964.5
DanielCorreia_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,78,27,0.00020897633744855967,208.6276925797325,61.71798515231569,1.5802469135802468,0.6328125,55962,371995.0
BrunoCavalcanti_old_rg.jpg,old,0,0,#eaecdd,#d7e7d5,#90ac9f,0,0,0,8,0,1.150046576886364e-05,215.15511971984864,35.388145245306355,0.7287615148413511,1.372191011235955,42824,693936.0
Vitor_GabrielNovais_new_rg.jpg,new,0,0,#d7d9bf,#0b0907,#c9d6d0,0,0,0,0,0,0.0,171.63808245456104,71.46681454861988,1.5802469135802468,0.6328125,27748,340449.5
Jose_MiguelNovaes_new_rg.jpg,new,0,0,#f9fae2,#ecf9f4,#1e1911,1,1,1,82,27,0.00021969307270233197,218.95887452846364,65.69966412662723,1.5802469135802468,0.6328125,37282,371995.0
IgorGomes_old_rg.jpg,old,0,0,#d1d2ca,#aca69f,#c7cfc6,0,0,0,7,0,9.913455533195205e-06,190.6665665879727,26.71224607255677,0.6490891658676894,1.5406203840472674,26097,704392.0
NoahMonteiro_old_rg.jpg,old,0,0,#706d63,#86887f,#5a7161,0,0,0,5,6,1.0206727049663892e-05,115.4914294112964,24.495888636022002,0.6796230859835101,1.4714038128249567,27950,488077.5
IsabellaLeao_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,75,27,0.00020093878600823046,208.95345989797667,61.45113254164173,1.5802469135802468,0.6328125,55033,371995.0
AyllaDuarte_new_rg.jpg,new,0,0,#ecefd1,#ddebe4,#d3e9ed,1,1,1,78,28,0.00020897633744855967,200.7621340234911,66.62857966628376,1.5802469135802468,0.6328125,28493,353584.5
YagoAlves_new_rg.jpg,new,0,0,#edefd1,#deede5,#d2e9ed,1,1,1,83,19,0.00022237225651577504,207.9879034850823,59.90089673499037,1.5802469135802468,0.6328125,45311,371506.5
ApolloMartins_old_rg.jpg,old,0,0,#726f65,#647362,#89867d,0,0,0,7,0,1.2764172790430517e-05,109.71979723199796,24.168330004368045,0.7329479768786127,1.364353312302839,27516,546043.5
LaviniaCavalcante_new_rg.jpg,new,0,0,#dcdfc2,#cacea3,#ccdbd3,1,1,1,81,27,0.00021701388888888888,180.32783296896434,67.69172355573365,1.5802469135802468,0.6328125,47178,361569.0
NathanFonseca_old_rg.jpg,old,0,0,#edeed4,#d4e9ce,#8eae98,0,0,0,8,2,1.1286379174373147e-05,218.67125881219323,32.511178422004,1.5465288035450517,0.6466093600764088,81958,707096.0
Maria_ClaraBorges_old_rg.jpg,old,0,0,#f3f9dd,#d7f1d3,#aba297,0,0,0,24,7,4.018377379214273e-05,207.22127362471034,54.54711382203133,0.637396694214876,1.5688816855753647,51553,519654.0
ThomasSouza_old_rg.jpg,old,0,0,#96978a,#869582,#4f715d,0,0,0,20,7,3.894953114501884e-05,131.47300700117822,28.343935699415958,1.4504201680672268,0.6894553881807648,40236,512028.0
OliviaAlves_new_rg.jpg,new,0,0,#e9ebd0,#dbe9e1,#d4e8ec,1,1,1,82,27,0.00021969307270233197,206.38685270919066,56.57819530691568,1.5802469135802468,0.6328125,51111,371995.0
Luiz_FernandoCamara_old_rg.jpg,old,0,0,#e8e6d2,#ab9e94,#95aa94,0,0,0,27,11,3.868106175216614e-05,207.98317946866547,35.239076724700006,1.5975794251134645,0.6259469696969697,60575,685382.5
IsabellaCampos_new_rg.jpg,new,0,0,#dee0c6,#c8cba5,#cedcd5,1,1,1,77,27,0.0002062971536351166,188.2950183256173,58.68203868608121,1.5802469135802468,0.6328125,52429,371995.0
SofiaSouza_old_rg.jpg,old,0,0,#d1d6c3,#c7d7c2,#9ab892,0,0,0,0,0,0.0,175.59026903626287,45.50321472600403,1.4026696329254726,0.7129262490087233,85669,1128797.5
BenicioOliveira_old_rg.jpg,old,0,0,#dadaca,#ccdcca,#afa597,0,0,0,6,2,1.5242972989451862e-05,183.17373686563826,49.81466881078658,0.6275252525252525,1.5935613682092555,82390,332450.0
Lucas_GabrielSousa_old_rg.jpg,old,0,0,#eff1e2,#ddebdb,#b2aa9e,0,0,0,3,1,4.41094089780291e-06,213.6717789471672,45.53373017438665,0.7183967112024666,1.391988555078684,99916,673448.5
VicentePorto_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,75,27,0.00020093878600823046,208.63364036779836,61.723844930108996,1.5802469135802468,0.6328125,55913,371995.0
HadassaRezende_new_rg.jpg,new,0,0,#ede8c6,#cef0d6,#b1a685,0,0,0,0,0,0.0,171.92485693158437,62.886975641279015,1.5802469135802468,0.6328125,138379,371995.0
IsadoraMoreira_old_rg.jpg,old,0,0,#eef6db,#d7efcb,#b3aa9c,0,0,0,23,3,4.132127470742741e-05,206.47252494547388,50.60059826880057,1.666089965397924,0.6002076843198338,53709,477015.5
Luiz_Gustavoda_Rocha_new_rg.jpg,new,0,0,#eceed0,#ddebe4,#aea58d,1,0,0,68,25,0.00018218449931412895,208.7730141889575,53.00763404501883,1.5802469135802468,0.6328125,23338,371995.0
Davi_MiguelNogueira_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,0,0,0,74,56,0.0001982596021947874,209.00172271519205,61.41746116623081,1.5802469135802468,0.6328125,54924,371995.0
AylaPimenta_new_rg.jpg,new,0,0,#edefd2,#0d0b09,#deede5,0,0,0,0,0,0.0,191.62353448645405,80.30294240439575,1.5802469135802468,0.6328125,39175,340550.5
AlanaJesus_new_rg.jpg,new,0,0,#dddfc2,#cedcd5,#c6dbdf,1,1,1,81,19,0.00021701388888888888,192.26177233367628,54.83610260962847,1.5802469135802468,0.6328125,31221,371995.0
JadeAlves_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,74,27,0.0001982596021947874,208.79299822102195,61.58148115391261,1.5802469135802468,0.6328125,55417,371995.0
AllanaCorreia_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,83,27,0.00022237225651577504,208.58154631772976,61.78233667877542,1.5802469135802468,0.6328125,55733,371995.0
BenjamimCosta_new_rg.jpg,new,0,0,#edefd2,#0d0b09,#deede5,0,0,1,16,4,4.286694101508916e-05,192.03279856824417,80.10538190144456,1.5802469135802468,0.6328125,39034,340612.5
EloaRodrigues_old_rg.jpg,old,0,0,#eee1c0,#afa789,#d1ca9c,0,0,0,4,0,5.9854344452774175e-06,191.0056427683233,44.91482744590168,0.6777442094662638,1.4754829123328381,78085,666585.5
SophiaFernandes_new_rg.jpg,new,0,0,#fcfcea,#f0fbf8,#2e2a23,1,1,1,77,27,0.0002062971536351166,225.3754768947188,59.11269496528649,1.5802469135802468,0.6328125,29739,371995.0
